"nom géographique, anglais","nom géographique, français","type de géographie, anglais","type de géographie, français",code du division de recensement,code de la région économique,code de la province,code de la région de patrimoine canadien,Total,Anglais première langue officielle parlée ajusté,"français première langue officielle parlée, ajusté","Autre première langue officielle parlée, ajusté"
"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English first official language spoken, adjusted","French first official language spoken, adjusted","Other first official language spoken, adjusted"
Chatham,Chatham,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,525,505,20, -   
Derby,Derby,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,990,975,15, -   
Nelson,Nelson,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,935,880,55, -   
Rogersville,Rogersville,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"1,210",183,"1,028", -   
Rogersville,Rogersville,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"1,095",83,"1,013", -   
Blackville,Blackville,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"1,995","1,970",25, -   
Blackville,Blackville,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,980,965,15, -   
Blissfield,Blissfield,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,500,495,5, -   
Doaktown,Doaktown,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,790,775,15, -   
Red Bank 4,Red Bank 4,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,350,350, -   , -   
Southesk,Southesk,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"1,820","1,753",68, -   
Upper Miramichi,Upper Miramichi,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"2,345","2,315",30, -   
Northesk,Northesk,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"2,350","2,263",88, -   
Newcastle,Newcastle,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"1,225",833,373,20
Eel Ground 2,Eel Ground 2,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,445,440,5, -   
Alnwick,Alnwick,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"5,875","1,020","4,855", -   
Neguac,Neguac,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"1,605",200,"1,405", -   
Burnt Church 14,Burnt Church 14,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"1,040","1,005",35, -   
Miramichi,Miramichi,census subdivision,Subdivision de recensement,cd1309,er1310,pr13,pch01,"17,470","16,008","1,453",10
New Maryland,New Maryland,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"2,455","2,228",213,15
New Maryland,New Maryland,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"4,235","3,765",465,5
Manners Sutton,Manners Sutton,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"1,810","1,768",43, -   
Harvey,Harvey,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,340,325,15, -   
McAdam,McAdam,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"1,250","1,235",15, -   
North Lake,North Lake,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,240,235,5, -   
Canterbury,Canterbury,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,610,600,10, -   
Canterbury,Canterbury,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,325,310,15, -   
Meductic,Meductic,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,270,260,10, -   
Dumfries,Dumfries,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,375,355,20, -   
Prince William,Prince William,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,895,860,35, -   
Kingsclear,Kingsclear,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"7,345","6,620",725, -   
Kingsclear 6,Kingsclear 6,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,485,480,5, -   
Queensbury,Queensbury,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"1,265","1,225",40, -   
Southampton,Southampton,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"1,520","1,490",30, -   
Millville,Millville,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,305,305, -   , -   
Bright,Bright,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"3,070","2,965",105, -   
Douglas,Douglas,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"6,070","5,768",303, -   
Saint Marys,Saint Marys,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"4,730","4,388",338,5
Fredericton,Fredericton,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"55,560","51,350","3,990",220
Devon 30,Devon 30,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,860,850,10, -   
Stanley,Stanley,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,900,880,20, -   
Stanley,Stanley,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,385,380,5, -   
Nackawic,Nackawic,census subdivision,Subdivision de recensement,cd1310,er1340,pr13,pch01,"1,050",970,80, -   
Richmond,Richmond,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"1,355","1,335",20, -   
Woodstock,Woodstock,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"2,155","2,108",48, -   
Woodstock 23,Woodstock 23,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,345,345, -   , -   
Woodstock,Woodstock,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"5,095","5,000",90,5
Northampton,Northampton,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"1,815","1,785",30, -   
Brighton,Brighton,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"1,755","1,735",20, -   
Hartland,Hartland,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,895,880,15, -   
Wakefield,Wakefield,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"2,790","2,760",30, -   
Wilmot,Wilmot,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"1,065","1,055",10, -   
Centreville,Centreville,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,545,535,10, -   
Simonds,Simonds,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,565,560,5, -   
Peel,Peel,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"1,210","1,193",13,5
Aberdeen,Aberdeen,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,975,930,45, -   
Florenceville-Bristol,Florenceville-Bristol,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"1,640","1,585",50,5
Kent,Kent,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"2,245","2,215",25,5
Bath,Bath,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,490,485,5, -   
Wicklow,Wicklow,census subdivision,Subdivision de recensement,cd1311,er1350,pr13,pch01,"1,740","1,713",28, -   
Andover,Andover,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,940,910,30, -   
Aroostook,Aroostook,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,350,330,20, -   
Perth,Perth,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"1,090","1,050",40, -   
Perth-Andover,Perth-Andover,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"1,705","1,650",55, -   
Tobique 20,Tobique 20,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"1,040","1,028",13, -   
Gordon,Gordon,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"1,540","1,435",105, -   
Plaster Rock,Plaster Rock,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"1,105","1,055",50, -   
Lorne,Lorne,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,520,455,65, -   
Denmark,Denmark,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"1,580","1,195",385, -   
Grand Falls,Grand Falls,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"1,170",765,405, -   
Grand Falls / Grand-Sault,Grand Falls / Grand-Sault,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"5,620","1,010","4,610", -   
Drummond,Drummond,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,"2,235",260,"1,975", -   
Drummond,Drummond,census subdivision,Subdivision de recensement,cd1312,er1350,pr13,pch01,770,65,705, -   
Saint-André,Saint-André,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,"1,065",63,"1,003", -   
Saint-André,Saint-André,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,820,108,713, -   
Saint-Léonard,Saint-Léonard,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,"1,040",75,965, -   
Saint-Léonard,Saint-Léonard,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,"1,275",75,"1,195",5
Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,260,25,235, -   
Sainte-Anne,Sainte-Anne,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,945,28,918, -   
Sainte-Anne-de-Madawaska,Sainte-Anne-de-Madawaska,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,960,25,935, -   
Rivière-Verte,Rivière-Verte,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,730,20,710, -   
Rivière-Verte,Rivière-Verte,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,685,10,675, -   
Saint-Basile,Saint-Basile,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,715,20,695, -   
St. Basile 10,St. Basile 10,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,200,50,150, -   
Saint-Joseph,Saint-Joseph,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,"2,175",65,"2,110", -   
Saint-Jacques,Saint-Jacques,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,"1,600",55,"1,545", -   
Edmundston,Edmundston,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,"15,505",800,"14,695",10
Saint-Hilaire,Saint-Hilaire,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,295,5,290, -   
St. Hilaire,St. Hilaire,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,85,5,80, -   
Baker Brook,Baker Brook,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,645,25,620, -   
Baker-Brook,Baker-Brook,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,520,20,500, -   
Lac Baker,Lac Baker,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,705,35,670, -   
Clair,Clair,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,280,25,255, -   
Clair,Clair,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,860,75,785, -   
Saint-françois,Saint-françois,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,625,45,580, -   
Saint-françois de Madawaska,Saint-françois de Madawaska,census subdivision,Subdivision de recensement,cd1313,er1350,pr13,pch01,530,40,490, -   
Durham,Durham,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,205",955,250, -   
Colborne,Colborne,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,205,165,40, -   
Charlo,Charlo,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,330",485,845, -   
Balmoral,Balmoral,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,595,25,570, -   
Balmoral,Balmoral,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,665",103,"1,563", -   
Dalhousie,Dalhousie,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"2,215",700,"1,515", -   
Eel River 3,Eel River 3,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,320,308,13, -   
Eel River Crossing,Eel River Crossing,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,175",168,"1,008", -   
Addington,Addington,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"2,620",645,"1,975", -   
Atholville,Atholville,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,230",273,958, -   
Campbellton,Campbellton,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"6,945","3,215","3,725",5
Tide Head,Tide Head,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,035",603,433, -   
Eldon,Eldon,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,700,370,330, -   
Dalhousie,Dalhousie,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"3,320","1,783","1,538", -   
Grimmer,Grimmer,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,090",25,"1,065", -   
Kedgwick,Kedgwick,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,955,25,930, -   
Saint-Quentin,Saint-Quentin,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,470",20,"1,450", -   
Saint-Quentin,Saint-Quentin,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,985",28,"1,958", -   
Belledune,Belledune,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,"1,545","1,323",223, -   
Indian Ranch,Indian Ranch,census subdivision,Subdivision de recensement,cd1314,er1310,pr13,pch01,55,55, -   , -   
Saumarez,Saumarez,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"6,875",135,"6,740", -   
Tracadie-Sheila,Tracadie-Sheila,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"4,885",168,"4,718", -   
Allardville,Allardville,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"2,070",80,"1,990", -   
Bathurst,Bathurst,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"4,970","2,550","2,415",5
Pabineau 11,Pabineau 11,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,135,130,5, -   
Bathurst,Bathurst,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"11,895","5,958","5,933",5
Beresford,Beresford,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"6,280",475,"5,800",5
Pointe-Verte,Pointe-Verte,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,955,85,870, -   
Petit-Rocher,Petit-Rocher,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"1,870",108,"1,763", -   
Beresford,Beresford,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"4,330",715,"3,615", -   
New Bandon,New Bandon,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"1,195",545,650, -   
Saint-Léolin,Saint-Léolin,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,485,13,473, -   
Paquetville,Paquetville,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"2,675",65,"2,610", -   
Paquetville,Paquetville,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,675,15,660, -   
Saint-Isidore,Saint-Isidore,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"1,580",20,"1,560", -   
Saint-Isidore,Saint-Isidore,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,750,10,740, -   
Inkerman,Inkerman,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"4,100",123,"3,978", -   
Caraquet,Caraquet,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"1,370",25,"1,345", -   
Bas-Caraquet,Bas-Caraquet,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"1,380",20,"1,360", -   
Caraquet,Caraquet,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"4,025",70,"3,955", -   
Shippagan,Shippagan,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"5,030",190,"4,840", -   
Le Goulet,Le Goulet,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,820,10,810, -   
Shippagan,Shippagan,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"2,480",45,"2,425",10
Lamèque,Lamèque,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"1,375",13,"1,363", -   
Sainte-Marie-Saint-RaphaÙl,Sainte-Marie-Saint-RaphaÙl,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,955,15,940, -   
Bertrand,Bertrand,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,"1,140",40,"1,100", -   
Nigadoo,Nigadoo,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,955,88,868, -   
Grande-Anse,Grande-Anse,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,735,40,695, -   
Maisonnette,Maisonnette,census subdivision,Subdivision de recensement,cd1315,er1310,pr13,pch01,570,15,555, -   
Les Îles-de-la-Madeleine,Les Îles-de-la-Madeleine,census subdivision,Subdivision de recensement,cd2401,er2410,pr24,pch02,"12,185",280,"11,905", -   
Grosse-Île,Grosse-Île,census subdivision,Subdivision de recensement,cd2401,er2410,pr24,pch02,490,433,58, -   
Percé,Percé,census subdivision,Subdivision de recensement,cd2402,er2410,pr24,pch02,"3,310",693,"2,618", -   
Sainte-Thérèse-de-Gaspé,Sainte-Thérèse-de-Gaspé,census subdivision,Subdivision de recensement,cd2402,er2410,pr24,pch02,"1,055",8,"1,048", -   
Grande-Rivière,Grande-Rivière,census subdivision,Subdivision de recensement,cd2402,er2410,pr24,pch02,"3,455",40,"3,415", -   
Chandler,Chandler,census subdivision,Subdivision de recensement,cd2402,er2410,pr24,pch02,"7,605",345,"7,260", -   
Port-Daniel--Gascons,Port-Daniel--Gascons,census subdivision,Subdivision de recensement,cd2402,er2410,pr24,pch02,"2,445",338,"2,108", -   
